year,region,residence,metric,unit,value
2023,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,50.0
2023,EUROPE,Netherlands,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.0
2023,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,11.0
2023,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,13.0
2023,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,22.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,39.0
2023,EUROPE,Switzerland,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,32.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,41.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,3.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Others,%,5.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,65.0
2023,EUROPE,Switzerland,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,8.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,11.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,5.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.0
2023,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Others,%,2.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,45.0
2023,EUROPE,UK,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,27.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,39.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Others,%,10.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,51.0
2023,EUROPE,UK,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,10.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,17.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.0
2023,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Others,%,8.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,41.0
2023,AMERICAS,Canada,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,35.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,22.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,16.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Others,%,5.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,42.0
2023,AMERICAS,Canada,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,13.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,6.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,14.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,17.0
2023,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Others,%,2.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,41.0
2023,AMERICAS,USA,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,10.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,26.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,40.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Others,%,8.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,50.0
2023,AMERICAS,USA,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,10.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,16.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,6.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.0
2023,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Others,%,8.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,50.0
2023,OCEANIA,Australia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,27.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,35.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Others,%,10.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,53.0
2023,OCEANIA,Australia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,7.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,11.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,8.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.0
2023,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Others,%,7.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,50.0
2023,OCEANIA,New Zealand,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,18.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,34.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,3.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Others,%,8.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,49.0
2023,OCEANIA,New Zealand,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,5.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,13.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,4.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,9.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,4.0
2023,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Others,%,3.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,31.0
2023,AFRICA,South Africa (Rep of),"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,40.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,55.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Consumer Tech,%,8.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Others,%,3.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,28.0
2023,AFRICA,South Africa (Rep of),"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,18.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,15.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,7.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.0
2023,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Others,%,20.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,55.0
2023,REMAINING,Others,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,18.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,28.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,33.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,4.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,7.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Others,%,6.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,53.0
2023,REMAINING,Others,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,7.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,7.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,9.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,9.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,3.0
2023,REMAINING,Others,Shopping Items Purchased in terms of Amount spent | Others,%,5.0
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,50.34107322644242
2019,SOUTHEAST ASIA,Indonesia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,20.92467558940686
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,52.40818151550548
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,19.05192634008152
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,0.536997272234841
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.795393492930892
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.740969444509309
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Popularity | Others,%,7.715871691464571
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,54.22648004734337
2019,SOUTHEAST ASIA,Indonesia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.1280695902686
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,14.04284276974506
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,4.837015767159084
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.190950817630093
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,6.240934861929297
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.356477531944058
2019,SOUTHEAST ASIA,Indonesia,Shopping Items Purchased in terms of Amount spent | Others,%,3.977228613903769
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,41.19294574370997
2019,SOUTHEAST ASIA,Malaysia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,19.24891238012068
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,45.53382185166573
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,20.87611068692548
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.481793783620109
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,0.6400617486587579
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Popularity | Others,%,9.983973173085072
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,50.0184869292078
2019,SOUTHEAST ASIA,Malaysia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.11905427686417
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,15.1075141161774
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,6.317084676590424
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,0.1181246052669923
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.939132590422744
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,6.766838130422113
2019,SOUTHEAST ASIA,Malaysia,Shopping Items Purchased in terms of Amount spent | Others,%,4.61376467528012
2019,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,54.73914378264412
